DATE,GAS,COAL,NUCLEAR,WIND,HYDRO,IMPORTS,BIOMASS,OTHER,SOLAR,STORAGE,GENERATION,CARBON_INTENSITY,LOW_CARBON,ZERO_CARBON,RENEWABLE,FOSSIL,GAS_perc,COAL_perc,NUCLEAR_perc,WIND_perc,HYDRO_perc,IMPORTS_perc,BIOMASS_perc,OTHER_perc,SOLAR_perc,STORAGE_perc,GENERATION_perc,LOW_CARBON_perc,ZERO_CARBON_perc,RENEWABLE_perc,FOSSIL_perc
14/10/2020,654.29,3.12,277.92,397.69,16.7,105.96,102.22,9.54,51.8,9.85,1629.09,8.56,102.22,744.1,466.19,657.4,40.16,0.19,17.06,24.41,1.03,6.5,6.27,0.59,3.18,0.6,100,6.27,45.68,28.62,40.35
15/10/2020,804.16,24.17,276.92,259.48,17.82,100.97,94.38,8.96,56.22,5.83,1648.91,10.73,94.38,610.43,333.51,828.33,48.77,1.47,16.79,15.74,1.08,6.12,5.72,0.54,3.41,0.35,100,5.72,37.02,20.23,50.24
16/10/2020,864.46,42.63,287.11,124.04,18.51,117.6,92.92,10.48,35.15,10.34,1603.25,12.44,92.92,464.82,177.7,907.1,53.92,2.66,17.91,7.74,1.15,7.33,5.8,0.65,2.19,0.64,100,5.8,28.99,11.08,56.58
17/10/2020,729.54,0,292.67,97.32,16.24,179.87,89.74,7.73,29.91,5.43,1448.45,10.86,89.74,436.15,143.47,729.54,50.37,0,20.21,6.72,1.12,12.42,6.2,0.53,2.07,0.37,100,6.2,30.11,9.91,50.37
18/10/2020,753.24,0,295.69,79.78,16.47,163.62,89.85,9.37,22.85,9.68,1440.55,10.92,89.85,414.79,119.1,753.24,52.29,0,20.53,5.54,1.14,11.36,6.24,0.65,1.59,0.67,100,6.24,28.79,8.27,52.29
19/10/2020,538.03,0,299.54,466.16,17.82,157.83,81.63,7.14,39.04,5.75,1612.95,7.44,81.63,822.57,523.02,538.03,33.36,0,18.57,28.9,1.1,9.78,5.06,0.44,2.42,0.36,100,5.06,51,32.43,33.36
20/10/2020,404.28,0,301.99,558.93,24.28,155.34,83.42,7.28,38.12,8.54,1582.18,5.74,83.42,923.32,621.33,404.28,25.55,0,19.09,35.33,1.53,9.82,5.27,0.46,2.41,0.54,100,5.27,58.36,39.27,25.55
21/10/2020,557.32,16.8,302.18,412.87,32.9,160.45,84.42,7.61,12.84,12.52,1599.91,7.68,84.42,760.78,458.6,574.12,34.83,1.05,18.89,25.81,2.06,10.03,5.28,0.48,0.8,0.78,100,5.28,47.55,28.66,35.88
22/10/2020,532.37,17.52,302.1,424.52,37.67,132.56,89.93,7.5,47.62,9.82,1601.61,7.56,89.93,811.91,509.81,549.9,33.24,1.09,18.86,26.51,2.35,8.28,5.61,0.47,2.97,0.61,100,5.61,50.69,31.83,34.33
23/10/2020,546.91,0,302.23,381.55,38.35,161.98,90.98,7.14,31.9,10.73,1571.78,7.7,90.98,754.04,451.81,546.91,34.8,0,19.23,24.28,2.44,10.31,5.79,0.45,2.03,0.68,100,5.79,47.97,28.75,34.8
24/10/2020,323.01,0,302.39,599.97,29.88,140.84,54.37,8.36,10.86,15.33,1484.99,5.01,54.37,943.09,640.7,323.01,21.75,0,20.36,40.4,2.01,9.48,3.66,0.56,0.73,1.03,100,3.66,63.51,43.15,21.75
25/10/2020,315.13,0,300.02,577.62,24.58,115.58,55.98,9.16,50.33,9.16,1457.56,4.92,55.98,952.55,652.53,315.13,21.62,0,20.58,39.63,1.69,7.93,3.84,0.63,3.45,0.63,100,3.84,65.35,44.77,21.62
26/10/2020,409.37,16.23,302.36,557.96,33.85,149.69,77.01,7.98,46.55,6.04,1607.05,6.2,77.01,940.72,638.36,425.6,25.47,1.01,18.81,34.72,2.11,9.31,4.79,0.5,2.9,0.38,100,4.79,58.54,39.72,26.48
27/10/2020,454.77,14.37,302.31,504.44,34.11,198.23,85.75,6.77,15.43,8.09,1624.27,6.86,85.75,856.29,553.97,469.14,28,0.88,18.61,31.06,2.1,12.2,5.28,0.42,0.95,0.5,100,5.28,52.72,34.11,28.88
28/10/2020,400.8,0.57,301.78,620.58,32.16,154.92,74.82,7.87,31.3,12.37,1637.16,5.51,74.82,985.81,684.04,401.37,24.48,0.03,18.43,37.91,1.96,9.46,4.57,0.48,1.91,0.76,100,4.57,60.21,41.78,24.52
29/10/2020,419.89,0,302.46,608.47,31.51,172.77,88.77,7.42,8.57,15.44,1655.3,5.76,88.77,951.01,648.54,419.89,25.37,0,18.27,36.76,1.9,10.44,5.36,0.45,0.52,0.93,100,5.36,57.45,39.18,25.37
30/10/2020,542.67,6.37,302.45,448.52,34.79,145.44,84.82,9.41,14.01,24,1612.49,7.12,84.82,799.78,497.32,549.03,33.65,0.39,18.76,27.82,2.16,9.02,5.26,0.58,0.87,1.49,100,5.26,49.6,30.84,34.05
31/10/2020,290.42,0,287.6,610.42,27.49,125.7,72.97,9.58,20.42,13.04,1457.65,4.79,72.97,945.94,658.33,290.42,19.92,0,19.73,41.88,1.89,8.62,5.01,0.66,1.4,0.89,100,5.01,64.89,45.16,19.92
01/11/2020,273.2,0,278.95,650.4,35.48,111.49,69.9,8.87,17.27,10.9,1456.46,4.31,69.9,982.1,703.15,273.2,18.76,0,19.15,44.66,2.44,7.66,4.8,0.61,1.19,0.75,100,4.8,67.43,48.28,18.76
02/11/2020,379.44,0,283.12,611.82,42.8,140.05,62.33,7.56,45.44,12.33,1584.9,5.07,62.33,983.18,700.06,379.44,23.94,0,17.86,38.6,2.7,8.84,3.93,0.48,2.87,0.78,100,3.93,62.03,44.17,23.94
03/11/2020,607.6,2.56,296.1,465.62,41.33,162.65,69.99,9.57,38.85,11.83,1706.11,7.52,69.99,841.91,545.8,610.17,35.61,0.15,17.36,27.29,2.42,9.53,4.1,0.56,2.28,0.69,100,4.1,49.35,31.99,35.76
04/11/2020,769.92,44.31,300.27,249.14,35.59,173.02,85.68,8.82,60.81,11.28,1738.84,10.31,85.68,645.82,345.55,814.22,44.28,2.55,17.27,14.33,2.05,9.95,4.93,0.51,3.5,0.65,100,4.93,37.14,19.87,46.83
05/11/2020,802.14,61.31,299.92,182.36,33.66,174.44,96.83,7.14,42.72,11.69,1712.23,11.34,96.83,558.67,258.75,863.46,46.85,3.58,17.52,10.65,1.97,10.19,5.66,0.42,2.5,0.68,100,5.66,32.63,15.11,50.43
06/11/2020,725.26,38.49,300.37,195.28,36.32,188.36,108.17,5.86,50.88,7.23,1656.23,10.58,108.17,582.86,282.48,763.74,43.79,2.32,18.14,11.79,2.19,11.37,6.53,0.35,3.07,0.44,100,6.53,35.19,17.06,46.11
07/11/2020,664.21,27.03,300.71,139,34.14,194.59,84.88,7.54,39.9,11.33,1503.33,10.37,84.88,513.76,213.04,691.24,44.18,1.8,20,9.25,2.27,12.94,5.65,0.5,2.65,0.75,100,5.65,34.17,14.17,45.98
08/11/2020,570.27,31.94,300.72,207.87,31.04,200.88,96.99,10.49,14.02,10.32,1474.54,9.74,96.99,553.65,252.93,602.21,38.67,2.17,20.39,14.1,2.11,13.62,6.58,0.71,0.95,0.7,100,6.58,37.55,17.15,40.84
09/11/2020,774.03,41.69,300.87,143.53,28.49,196.05,95.57,10.05,16.73,10.97,1618,11.49,95.57,489.63,188.76,815.72,47.84,2.58,18.6,8.87,1.76,12.12,5.91,0.62,1.03,0.68,100,5.91,30.26,11.67,50.42
10/11/2020,749.97,34.45,282.11,222.61,26.26,157.72,92.29,8.42,27.53,6.51,1607.86,10.89,92.29,558.5,276.39,784.42,46.64,2.14,17.55,13.85,1.63,9.81,5.74,0.52,1.71,0.4,100,5.74,34.74,17.19,48.79
11/11/2020,470.22,0,273.15,567.48,22.34,152.8,89.55,8.21,11.42,11.29,1606.46,6.5,89.55,874.39,601.24,470.22,29.27,0,17,35.32,1.39,9.51,5.57,0.51,0.71,0.7,100,5.57,54.43,37.43,29.27
12/11/2020,394.27,0,268.02,606.12,28.02,140.29,91.65,7.94,44.13,13.25,1593.68,5.54,91.65,946.28,678.27,394.27,24.74,0,16.82,38.03,1.76,8.8,5.75,0.5,2.77,0.83,100,5.75,59.38,42.56,24.74
13/11/2020,435.53,0,267.5,561.56,24.34,146.15,99.15,7.74,37.41,8.22,1587.6,6.25,99.15,890.81,623.31,435.53,27.43,0,16.85,35.37,1.53,9.21,6.25,0.49,2.36,0.52,100,6.25,56.11,39.26,27.43
14/11/2020,307.41,0,270.02,612.81,29.66,153.28,62.84,8.48,5.39,11.76,1461.65,5.2,62.84,917.88,647.86,307.41,21.03,0,18.47,41.93,2.03,10.49,4.3,0.58,0.37,0.8,100,4.3,62.8,44.32,21.03
15/11/2020,290.63,0,269.23,634.02,32.08,126,65.08,7.05,27.71,21.61,1473.4,4.4,65.08,963.03,693.81,290.63,19.72,0,18.27,43.03,2.18,8.55,4.42,0.48,1.88,1.47,100,4.42,65.36,47.09,19.72
16/11/2020,378.71,18.49,268.58,651.93,27.72,136.25,84.14,9.15,15.43,20.56,1610.97,5.66,84.14,963.66,695.08,397.2,23.51,1.15,16.67,40.47,1.72,8.46,5.22,0.57,0.96,1.28,100,5.22,59.82,43.15,24.66
17/11/2020,334.33,16.42,275.6,651.34,28.98,165.58,108.58,7.95,12.22,9.71,1610.7,5.54,108.58,968.14,692.54,350.75,20.76,1.02,17.11,40.44,1.8,10.28,6.74,0.49,0.76,0.6,100,6.74,60.11,43,21.78
18/11/2020,312.82,7.55,280.63,672.79,28.48,138.5,119.97,8.77,14.02,9.62,1593.15,5.13,119.97,995.92,715.29,320.37,19.64,0.47,17.61,42.23,1.79,8.69,7.53,0.55,0.88,0.6,100,7.53,62.51,44.9,20.11
19/11/2020,488.74,5.2,280.44,475.21,37.22,145.56,95.16,7.62,31.58,13.39,1580.13,6.85,95.16,824.46,544.01,493.94,30.93,0.33,17.75,30.07,2.36,9.21,6.02,0.48,2,0.85,100,6.02,52.18,34.43,31.26
20/11/2020,555.55,18.66,280.86,465.92,37.79,151.57,132.48,9.12,8.71,8.11,1668.76,8.16,132.48,793.28,512.42,574.2,33.29,1.12,16.83,27.92,2.26,9.08,7.94,0.55,0.52,0.49,100,7.94,47.54,30.71,34.41
21/11/2020,327.04,0,279.3,623.59,28.41,116.47,89.35,7.39,13.5,10.13,1495.19,5.13,89.35,944.81,665.51,327.04,21.87,0,18.68,41.71,1.9,7.79,5.98,0.49,0.9,0.68,100,5.98,63.19,44.51,21.87
22/11/2020,442.86,21.23,279.27,447.71,39.38,130.2,100.96,6.89,32.59,9.19,1510.28,6.98,100.96,798.96,519.69,464.08,29.32,1.41,18.49,29.64,2.61,8.62,6.68,0.46,2.16,0.61,100,6.68,52.9,34.41,30.73
23/11/2020,578.97,29.52,275.47,456.86,34.25,110.17,139.02,7.93,26.63,5.66,1664.47,8.57,139.02,793.2,517.73,608.49,34.78,1.77,16.55,27.45,2.06,6.62,8.35,0.48,1.6,0.34,100,8.35,47.65,31.1,36.56
24/11/2020,503.76,28.11,274.21,544.95,38.27,104.26,118.03,7.2,17.52,7.4,1643.7,7.52,118.03,874.95,600.74,531.87,30.65,1.71,16.68,33.15,2.33,6.34,7.18,0.44,1.07,0.45,100,7.18,53.23,36.55,32.36
25/11/2020,773.03,48.23,280.65,247.88,46.36,139.99,144.06,7.95,14.01,7.73,1709.88,10.57,144.06,588.9,308.24,821.26,45.21,2.82,16.41,14.5,2.71,8.19,8.43,0.46,0.82,0.45,100,8.43,34.44,18.03,48.03
26/11/2020,970.14,68.27,283.6,53.17,42.51,120.17,144.52,11.35,28.42,22.07,1744.21,13.24,144.52,407.7,124.1,1038.41,55.62,3.91,16.26,3.05,2.44,6.89,8.29,0.65,1.63,1.27,100,8.29,23.37,7.11,59.53
27/11/2020,954.74,77.24,276.56,73.03,38.12,150.03,141.44,10.35,21.3,16.48,1759.29,13.32,141.44,409.01,132.44,1031.98,54.27,4.39,15.72,4.15,2.17,8.53,8.04,0.59,1.21,0.94,100,8.04,23.25,7.53,58.66
28/11/2020,778.02,10.32,278.95,144.95,32.61,182.71,123.16,8.26,8.09,6.51,1573.57,11.11,123.16,464.6,185.65,788.34,49.44,0.66,17.73,9.21,2.07,11.61,7.83,0.52,0.51,0.41,100,7.83,29.53,11.8,50.1
29/11/2020,781.89,36.18,289.46,92.36,30.88,185.19,135.08,9.37,8.48,11.34,1580.21,11.76,135.08,421.17,131.71,818.07,49.48,2.29,18.32,5.84,1.95,11.72,8.55,0.59,0.54,0.72,100,8.55,26.65,8.34,51.77
30/11/2020,655.22,24.33,296.11,486.54,29.19,75.77,142.7,7.21,5.42,5.55,1728.05,8.79,142.7,817.26,521.15,679.56,37.92,1.41,17.14,28.16,1.69,4.38,8.26,0.42,0.31,0.32,100,8.26,47.29,30.16,39.33
01/12/2020,794.93,31.73,304.56,331.31,31.67,77.69,143.34,10.1,33.51,13.28,1772.14,9.9,143.34,701.06,396.5,826.66,44.86,1.79,17.19,18.7,1.79,4.38,8.09,0.57,1.89,0.75,100,8.09,39.56,22.37,46.65
02/12/2020,837.17,72.36,305.57,333.63,29.95,74.86,142.94,10.26,10.61,15.67,1833.01,11.38,142.94,679.77,374.19,909.53,45.67,3.95,16.67,18.2,1.63,4.08,7.8,0.56,0.58,0.85,100,7.8,37.08,20.41,49.62
03/12/2020,824.22,47.81,303.65,320.97,26.96,162.88,140.98,8.74,4,16.3,1856.5,10.44,140.98,655.57,351.92,872.03,44.4,2.58,16.36,17.29,1.45,8.77,7.59,0.47,0.22,0.88,100,7.59,35.31,18.96,46.97
04/12/2020,588.38,20.59,309.12,592.35,22.66,140.64,136.1,8.57,8.69,5.99,1833.09,7.67,136.1,932.81,623.7,608.97,32.1,1.12,16.86,32.31,1.24,7.67,7.42,0.47,0.47,0.33,100,7.42,50.89,34.02,33.22
05/12/2020,697.75,20.52,310.5,277.31,27.96,184.4,126.17,7.99,21.96,13.51,1688.07,9.68,126.17,637.73,327.23,718.27,41.33,1.22,18.39,16.43,1.66,10.92,7.47,0.47,1.3,0.8,100,7.47,37.78,19.38,42.55
06/12/2020,903.91,48.67,310.52,64.53,29.79,183.46,132.64,9.43,20.19,12.43,1715.58,12.46,132.64,425.03,114.52,952.58,52.69,2.84,18.1,3.76,1.74,10.69,7.73,0.55,1.18,0.72,100,7.73,24.77,6.68,55.53
07/12/2020,962.29,89.38,310.52,186.75,29.2,129.28,138.97,12.89,13.04,27.26,1899.59,12.75,138.97,539.52,229,1051.67,50.66,4.71,16.35,9.83,1.54,6.81,7.32,0.68,0.69,1.44,100,7.32,28.4,12.06,55.36
08/12/2020,896.27,89.23,309.91,325.35,26.52,122.83,119.2,10.91,17.57,10.22,1928.03,11.65,119.2,679.35,369.44,985.5,46.49,4.63,16.07,16.87,1.38,6.37,6.18,0.57,0.91,0.53,100,6.18,35.24,19.16,51.11
09/12/2020,872.47,86.43,309.79,295.18,30.13,100.46,145.54,11.33,9.15,19.25,1879.73,11.62,145.54,644.25,334.46,958.91,46.41,4.6,16.48,15.7,1.6,5.34,7.74,0.6,0.49,1.02,100,7.74,34.27,17.79,51.01
10/12/2020,730.71,86.35,311.11,534.59,23.66,32.37,141.97,9.63,5.68,8.53,1884.59,9.67,141.97,875.03,563.92,817.06,38.77,4.58,16.51,28.37,1.26,1.72,7.53,0.51,0.3,0.45,100,7.53,46.43,29.92,43.35
11/12/2020,772.93,92.11,310.32,339.8,27.26,75.06,137.37,11.36,10.55,16.95,1793.71,10.89,137.37,687.94,377.62,865.04,43.09,5.14,17.3,18.94,1.52,4.18,7.66,0.63,0.59,0.94,100,7.66,38.35,21.05,48.23
12/12/2020,753.85,28.06,311.39,206.56,28.8,144.34,128.72,8.25,15.69,6.13,1631.78,10.26,128.72,562.43,251.04,781.91,46.2,1.72,19.08,12.66,1.77,8.85,7.89,0.51,0.96,0.38,100,7.89,34.47,15.38,47.92
13/12/2020,419.64,17.04,310.91,543.62,23.1,157.76,119.39,8.75,3.45,7.08,1610.74,6.65,119.39,881.08,570.17,436.68,26.05,1.06,19.3,33.75,1.43,9.79,7.41,0.54,0.21,0.44,100,7.41,54.7,35.4,27.11
14/12/2020,511.17,19.35,310.03,620.25,28.96,95.21,112.22,8.3,18,16.48,1739.98,6.72,112.22,977.24,667.21,530.52,29.38,1.11,17.82,35.65,1.66,5.47,6.45,0.48,1.03,0.95,100,6.45,56.16,38.35,30.49
15/12/2020,645.12,38.48,308.45,464.38,34.5,118.31,114.92,8.8,33.16,17.45,1783.56,8.15,114.92,840.49,532.04,683.6,36.17,2.16,17.29,26.04,1.93,6.63,6.44,0.49,1.86,0.98,100,6.44,47.12,29.83,38.33
16/12/2020,504.95,30.5,305.08,649.02,26.61,111.24,111.42,9.8,9.74,10.3,1768.65,6.79,111.42,990.45,685.37,535.45,28.55,1.72,17.25,36.7,1.5,6.29,6.3,0.55,0.55,0.58,100,6.3,56,38.75,30.27
17/12/2020,556.62,35.32,292.59,597.98,40.32,75.32,107.12,8.18,28.78,11.29,1753.53,7.35,107.12,959.68,667.09,591.94,31.74,2.01,16.69,34.1,2.3,4.3,6.11,0.47,1.64,0.64,100,6.11,54.73,38.04,33.76
18/12/2020,360.64,28.21,285.8,725.76,40.27,136.18,79.47,5.53,2.98,16.19,1681.02,5.38,79.47,1054.8,769,388.86,21.45,1.68,17,43.17,2.4,8.1,4.73,0.33,0.18,0.96,100,4.73,62.75,45.75,23.13
19/12/2020,259.27,11.68,285.73,709.81,36.53,117.86,61.68,5.37,23.11,10.31,1521.36,4.19,61.68,1055.18,769.46,270.95,17.04,0.77,18.78,46.66,2.4,7.75,4.05,0.35,1.52,0.68,100,4.05,69.36,50.58,17.81
20/12/2020,315.51,20.68,293.73,630.17,37.39,108.44,86.56,7.13,25.81,11.66,1537.08,5.04,86.56,987.11,693.38,336.19,20.53,1.35,19.11,41,2.43,7.06,5.63,0.46,1.68,0.76,100,5.63,64.22,45.11,21.87
21/12/2020,612.35,33.55,296.56,479.46,42.84,128.92,117.21,9.14,3.55,6.51,1730.1,7.83,117.21,822.41,525.85,645.9,35.39,1.94,17.14,27.71,2.48,7.45,6.77,0.53,0.21,0.38,100,6.77,47.54,30.39,37.33
22/12/2020,773.43,73.14,298.1,237.5,41.6,132.39,113.48,9.94,9.26,12.4,1701.24,10.58,113.48,586.46,288.36,846.57,45.46,4.3,17.52,13.96,2.45,7.78,6.67,0.58,0.54,0.73,100,6.67,34.47,16.95,49.76
23/12/2020,509.29,38.8,298.55,424.31,40.05,170.84,111.83,8.61,5.28,12.32,1619.88,8.07,111.83,768.2,469.64,548.09,31.44,2.4,18.43,26.19,2.47,10.55,6.9,0.53,0.33,0.76,100,6.9,47.42,28.99,33.84
24/12/2020,412.27,7.84,298.47,617.32,29.74,118.29,86.6,8.14,28.65,3.98,1611.31,5.4,86.6,974.19,675.71,420.11,25.59,0.49,18.52,38.31,1.85,7.34,5.37,0.51,1.78,0.25,100,5.37,60.46,41.94,26.07
25/12/2020,465,0,297.76,446.61,30.56,136.59,98.62,9.89,28.56,13.67,1527.26,6.34,98.62,803.49,505.74,465,30.45,0,19.5,29.24,2,8.94,6.46,0.65,1.87,0.89,100,6.46,52.61,33.11,30.45
26/12/2020,213.18,9.5,296.54,719.22,24.73,94.44,50.32,8.48,6.54,10.24,1433.19,3.82,50.32,1047.03,750.49,222.68,14.87,0.66,20.69,50.18,1.73,6.59,3.51,0.59,0.46,0.71,100,3.51,73.06,52.37,15.54
27/12/2020,397.52,6.14,295.19,493.37,32.9,117.1,100.75,9.78,31.46,13.42,1497.64,5.82,100.75,852.92,557.73,403.66,26.54,0.41,19.71,32.94,2.2,7.82,6.73,0.65,2.1,0.9,100,6.73,56.95,37.24,26.95
28/12/2020,781.81,16.99,294.2,137.22,35.56,174,104.06,12.98,10.64,14.13,1581.58,10.78,104.06,477.62,183.42,798.8,49.43,1.07,18.6,8.68,2.25,11,6.58,0.82,0.67,0.89,100,6.58,30.2,11.6,50.51
29/12/2020,755.61,10.05,289.33,253.13,33.1,171.86,112.11,10.68,12.31,8.25,1656.43,9.88,112.11,587.86,298.54,765.66,45.62,0.61,17.47,15.28,2,10.38,6.77,0.64,0.74,0.5,100,6.77,35.49,18.02,46.22
30/12/2020,813.35,40.32,286.71,204.56,29.6,141.65,145.19,10.76,17.15,9.74,1699.01,10.66,145.19,538.01,251.3,853.66,47.87,2.37,16.88,12.04,1.74,8.34,8.55,0.63,1.01,0.57,100,8.55,31.67,14.79,50.24
31/12/2020,757.85,37.44,285.96,222.34,22.59,176.29,149.02,9.29,22.59,6.32,1689.7,10.57,149.02,553.49,267.52,795.29,44.85,2.22,16.92,13.16,1.34,10.43,8.82,0.55,1.34,0.37,100,8.82,32.76,15.83,47.07
01/01/2021,651.23,24.9,285.04,254.49,20.5,157.97,147.13,10.61,9.78,5.91,1567.55,9.46,147.13,569.8,284.77,676.12,41.54,1.59,18.18,16.23,1.31,10.08,9.39,0.68,0.62,0.38,100,9.39,36.35,18.17,43.13
02/01/2021,738.12,41.02,284.57,225,19.45,142.28,117.84,10.95,19.26,8.11,1606.63,10.39,117.84,548.29,263.72,779.15,45.94,2.55,17.71,14,1.21,8.86,7.33,0.68,1.2,0.51,100,7.33,34.13,16.41,48.5
03/01/2021,629.17,28.89,283.97,357.97,18.55,141.58,134.65,8.67,17.82,6.93,1628.2,8.68,134.65,678.3,394.34,658.06,38.64,1.77,17.44,21.99,1.14,8.7,8.27,0.53,1.09,0.43,100,8.27,41.66,24.22,40.42
04/01/2021,728.21,46.64,283.38,486.31,18.39,125.6,131.64,11.86,9.5,5.8,1847.33,8.93,131.64,797.58,514.21,774.85,39.42,2.52,15.34,26.33,1,6.8,7.13,0.64,0.51,0.31,100,7.13,43.17,27.84,41.94
05/01/2021,807.42,91.92,282.86,430.24,18.57,103.64,93.88,11.58,21.08,13.05,1874.25,10.63,93.88,752.76,469.9,899.34,43.08,4.9,15.09,22.96,0.99,5.53,5.01,0.62,1.12,0.7,100,5.01,40.16,25.07,47.98
06/01/2021,914.44,136.55,282.4,244.3,26.34,129.89,111.37,13.29,18.69,25.08,1902.36,12.98,111.37,571.74,289.34,1050.99,48.07,7.18,14.84,12.84,1.38,6.83,5.85,0.7,0.98,1.32,100,5.85,30.05,15.21,55.25
07/01/2021,976.24,140.18,281.74,197.88,29,114.59,126.6,14.53,20.26,22.52,1923.54,13.73,126.6,528.87,247.14,1116.42,50.75,7.29,14.65,10.29,1.51,5.96,6.58,0.76,1.05,1.17,100,6.58,27.49,12.85,58.04
08/01/2021,981.69,126.86,280.82,196.27,23.12,121.43,129.04,15.59,9.33,21.16,1905.31,13.82,129.04,509.54,228.72,1108.55,51.52,6.66,14.74,10.3,1.21,6.37,6.77,0.82,0.49,1.11,100,6.77,26.74,12,58.18
09/01/2021,837.54,94.96,280.4,269.63,16.67,141.3,77.26,12.31,22.86,7.79,1760.72,12.12,77.26,589.56,309.16,932.5,47.57,5.39,15.93,15.31,0.95,8.03,4.39,0.7,1.3,0.44,100,4.39,33.48,17.56,52.96
10/01/2021,716.47,83.72,280.13,361.08,20.35,139.41,64.93,11.3,9.94,6.64,1693.96,10.76,64.93,671.5,391.37,800.19,42.3,4.94,16.54,21.32,1.2,8.23,3.83,0.67,0.59,0.39,100,3.83,39.64,23.1,47.24
11/01/2021,621.12,53.92,279.85,672.31,24.01,76.3,77.51,10.66,9.79,11.6,1837.08,8.15,77.51,985.97,706.12,675.04,33.81,2.94,15.23,36.6,1.31,4.15,4.22,0.58,0.53,0.63,100,4.22,53.67,38.44,36.75
12/01/2021,782.38,126.98,281.52,320.13,29.07,136.93,78.72,13.01,22.18,18.04,1808.94,11.77,78.72,652.89,371.37,909.35,43.25,7.02,15.56,17.7,1.61,7.57,4.35,0.72,1.23,1,100,4.35,36.09,20.53,50.27
13/01/2021,878.03,144.12,275.23,195.53,33.36,171.5,84.54,15.14,6.58,28.56,1832.59,13.67,84.54,510.7,235.46,1022.15,47.91,7.86,15.02,10.67,1.82,9.36,4.61,0.83,0.36,1.56,100,4.61,27.87,12.85,55.78
14/01/2021,811.83,137.6,277.42,339.5,28.44,137.4,76.5,12.18,5.57,9.25,1835.69,12.46,76.5,650.93,373.51,949.43,44.22,7.5,15.11,18.49,1.55,7.48,4.17,0.66,0.3,0.5,100,4.17,35.46,20.35,51.72
15/01/2021,867.69,129.97,287.02,220.62,33.03,152.92,104.19,13.18,16.98,23.27,1848.86,13.06,104.19,557.65,270.64,997.66,46.93,7.03,15.52,11.93,1.79,8.27,5.64,0.71,0.92,1.26,100,5.64,30.16,14.64,53.96
16/01/2021,429.04,45.17,292.04,663.15,25.37,111.65,51.65,10.08,15.88,10.42,1654.44,6.67,51.65,996.43,704.39,474.2,25.93,2.73,17.65,40.08,1.53,6.75,3.12,0.61,0.96,0.63,100,3.12,60.23,42.58,28.66
17/01/2021,474.23,43.5,295.01,552.9,30.22,112.46,52.4,9.19,28.01,11.91,1609.83,6.93,52.4,906.14,611.12,517.73,29.46,2.7,18.33,34.35,1.88,6.99,3.26,0.57,1.74,0.74,100,3.26,56.29,37.96,32.16
18/01/2021,662.19,49.2,294.88,568.85,32.58,87.75,54.42,10.23,13.01,9.48,1782.59,8.4,54.42,909.32,614.44,711.39,37.15,2.76,16.54,31.91,1.83,4.92,3.05,0.57,0.73,0.53,100,3.05,51.01,34.47,39.91
19/01/2021,621.43,49.66,278.82,480.24,29.71,116.68,116.66,9.51,7.6,6.98,1717.28,8.59,116.66,796.36,517.55,671.09,36.19,2.89,16.24,27.97,1.73,6.79,6.79,0.55,0.44,0.41,100,6.79,46.37,30.14,39.08
20/01/2021,663.38,43.2,253.59,458.93,28.8,132.56,127.97,13.25,2.46,16.85,1741,8.65,127.97,743.78,490.19,706.59,38.1,2.48,14.57,26.36,1.65,7.61,7.35,0.76,0.14,0.97,100,7.35,42.72,28.16,40.59
21/01/2021,488.75,28.24,251.21,703.08,21.66,129.12,119.56,10.68,27.88,6.7,1786.88,6.28,119.56,1003.82,752.62,516.99,27.35,1.58,14.06,39.35,1.21,7.23,6.69,0.6,1.56,0.38,100,6.69,56.18,42.12,28.93
22/01/2021,662.89,64.95,245.59,449.42,22.28,141.58,113.68,13.22,47.88,12.2,1773.68,9.12,113.68,765.16,519.57,727.84,37.37,3.66,13.85,25.34,1.26,7.98,6.41,0.75,2.7,0.69,100,6.41,43.14,29.29,41.04
23/01/2021,794.13,81.21,248.46,179.02,18.44,191.28,138.48,10.91,32.7,9.42,1704.04,11.68,138.48,478.62,230.16,875.34,46.6,4.77,14.58,10.51,1.08,11.23,8.13,0.64,1.92,0.55,100,8.13,28.09,13.51,51.37
24/01/2021,793.44,70.62,264.78,194.63,17.39,192.65,146.64,10.15,16.28,11.78,1718.35,11.23,146.64,493.07,228.29,864.06,46.17,4.11,15.41,11.33,1.01,11.21,8.53,0.59,0.95,0.69,100,8.53,28.69,13.29,50.28
25/01/2021,712.53,108.29,266.95,449.85,17.47,117.85,145.7,11.11,46.21,6.5,1882.48,10.15,145.7,780.49,513.53,820.82,37.85,5.75,14.18,23.9,0.93,6.26,7.74,0.59,2.45,0.35,100,7.74,41.46,27.28,43.6
26/01/2021,845.58,79,267.1,305.71,14.71,190.63,146.59,11.34,8.64,8.75,1878.06,11.16,146.59,596.17,329.07,924.58,45.02,4.21,14.22,16.28,0.78,10.15,7.81,0.6,0.46,0.47,100,7.81,31.74,17.52,49.23
27/01/2021,836.38,102.86,267.61,209.82,16.11,184.83,144.14,13.61,13.34,12.57,1801.28,11.9,144.14,506.89,239.28,939.24,46.43,5.71,14.86,11.65,0.89,10.26,8,0.76,0.74,0.7,100,8,28.14,13.28,52.14
